Idx_Sample,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,LOI,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg/m3),Na2SiO3,NaOH,NaOH specific gravity,Na2SiO3 specific gravity,Na2O (l),Sio2 (l),H2O,Na2O (Dry),Sio2 (Dry),Water,Concentration (M) NaOH,Water,NaOH (Dry),Additional water,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Final curing temp (C),Mixture CO2 (Na2SiO3 as solution),7-d Cubic compressive strength (MPa)
1342,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,430,0,0,1243,533,138,55,0,0,0.1695,0.3506,0.4799,23.39,48.38,66.2262,10,33,22,0,8.6,104.3862,1,60,27,140.681133333333,30.9104
1343,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,60,27,132.874733333333,32.0528
1344,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,364,0,0,1311,562,117,47,0,0,0.1695,0.3506,0.4799,19.83,41.02,56.1483,10,28.2,18.8,0,7.28,88.7163,1,60,27,124.713133333333,32.5172
1345,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,331,0,0,1344,576,106,42,0,0,0.1695,0.3506,0.4799,17.97,37.16,50.8694,10,25.2,16.8,0,6.62,80.0414,1,60,27,115.775933333333,29.9312
1346,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,298,0,0,1377,590,96,38,0,0,0.1695,0.3506,0.4799,16.27,33.66,46.0704,10,22.8,15.2,0,5.96,72.4464,1,60,27,107.964733333333,26.5536
1347,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,430,0,0,1243,533,138,55,0,0,0.1695,0.3506,0.4799,23.39,48.38,66.2262,12,28.6,26.4,0,8.6,99.9862,1,60,27,149.107133333333,31.035
1348,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,50,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26,24,0,7.94,92.1912,1,60,27,139.768733333333,33.1071
1349,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,364,0,0,1311,562,117,47,0,0,0.1695,0.3506,0.4799,19.83,41.02,56.1483,12,24.44,22.56,0,7.28,84.9563,1,60,27,131.913533333333,33.7096
1350,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,331,0,0,1344,576,106,42,0,0,0.1695,0.3506,0.4799,17.97,37.16,50.8694,12,21.84,20.16,0,6.62,76.6814,1,60,27,122.210333333333,32.1652
1351,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,298,0,0,1377,590,96,158,0,0,0.1695,0.3506,0.4799,16.27,33.66,46.0704,12,82.16,75.84,0,5.96,131.8064,1,60,27,224.090333333333,29.1515
1352,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,430,0,0,1243,533,138,55,0,0,0.1695,0.3506,0.4799,23.39,48.38,66.2262,14,24.2,30.8,0,8.6,95.5862,1,60,27,157.533133333333,32.5843
1353,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,60,27,148.501133333333,34.0449
1354,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,364,0,0,1311,562,117,47,0,0,0.1695,0.3506,0.4799,19.83,41.02,56.1483,14,20.68,26.32,0,7.28,81.1963,1,60,27,139.113933333333,35.0562
1355,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,331,0,0,1344,576,106,42,0,0,0.1695,0.3506,0.4799,17.97,37.16,50.8694,14,18.48,23.52,0,6.62,73.3214,1,60,27,128.644733333333,33.0337
1356,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,298,0,0,1377,590,96,38,0,0,0.1695,0.3506,0.4799,16.27,33.66,46.0704,14,16.72,21.28,0,5.96,66.3664,1,60,27,119.607933333333,30.5618
1357,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,8,34.68,16.32,0,7.94,100.8712,1,60,27,125.061533333333,23.5624
1358,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,8,34.68,16.32,0,7.94,100.8712,1,70,27,131.4782,25.622
1359,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,8,34.68,16.32,0,7.94,100.8712,1,80,27,137.894866666667,31.683
1360,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,8,34.68,16.32,0,7.94,100.8712,1,90,27,144.311533333333,32.8504
1361,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,8,34.68,16.32,0,7.94,100.8712,1,100,27,150.7282,36.2887
1362,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,60,27,132.874733333333,27.0467
1363,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,70,27,139.2914,28.0126
1364,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,80,27,145.708066666667,33.5223
1365,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,90,27,152.124733333333,35.5522
1366,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,10,30.6,20.4,0,7.94,96.7912,1,100,27,158.5414,38.4736
1367,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26.52,24.48,0,7.94,92.7112,1,60,27,140.687933333333,27.7987
1368,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26.52,24.48,0,7.94,92.7112,1,70,27,147.1046,29.434
1369,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26.52,24.48,0,7.94,92.7112,1,80,27,153.521266666667,35.8491
1370,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26.52,24.48,0,7.94,92.7112,1,90,27,159.937933333333,38.9937
1371,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,12,26.52,24.48,0,7.94,92.7112,1,100,27,166.3546,42.5157
1372,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,60,27,148.501133333333,27.0631
1373,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,70,27,154.9178,29.1242
1374,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,80,27,161.334466666667,35.1813
1375,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,90,27,167.751133333333,38.854
1376,65.6,26.53,5.49,0.31,0.76,0.36,0.23,0.31,0,0,0.41,0,397,0,0,1277,547,128,51,0,0,0.1695,0.3506,0.4799,21.7,44.88,61.4272,14,22.44,28.56,0,7.94,88.6312,1,100,27,174.1678,41.3677
1722,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,280,0,0,1309,561,126,84,0,0,0.0883,0.2764,0.64,11.13,34.83,80.0478,12,43.68,40.32,0,0,123.7278,1,80,24,167.960466666667,45.2
