Idx_Sample,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),Kaolin (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg/m3),Na2SiO3,NaOH,NaOH specific gravity,Na2SiO3 specific gravity,Total solution,Na2O (l),Sio2 (l),H2O,Na2O (Dry),Sio2 (Dry),Water,Total NaOH,Concentration (M) NaOH,Water,NaOH (Dry),Additional water,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Final curing temp (C),Mixture CO2 (Na2SiO3 as solution),28-d Cubic compressive strength (MPa)
656,41.45,21.535,5.515,22.605,3.645,0.235,0.415,1.505,1.3,0.325,0,0.285,0,0.725,0,394.29,394.29,0,0,0,1294,554,112.65,45.6,0,0,112.65,0.137,0.294,0.57,15.43,33.12,64.09785,45.6,12,23.712,21.888,0,0,87.80985,0,25,24,113.42016,58
657,41.45,21.535,5.515,22.605,3.645,0.235,0.415,1.505,1.3,0.325,0,0.285,0,0.725,0,394.29,394.29,0,0,0,1294,554,112.65,45.6,0,0,112.65,0.137,0.294,0.57,15.43,33.12,64.09785,45.6,16,16.416,29.184,0,0,80.51385,0,25,24,127.392,67.2
658,41.45,21.535,5.515,22.605,3.645,0.235,0.415,1.505,1.3,0.325,0,0.285,0,0.725,0,394.29,394.29,0,0,0,1294,554,112.65,45.6,0,0,112.65,0.137,0.294,0.57,15.43,33.12,64.09785,45.6,12,23.712,21.888,0,0,87.80985,1,100,24,161.54516,58.9
659,41.45,21.535,5.515,22.605,3.645,0.235,0.415,1.505,1.3,0.325,0,0.285,0,0.725,0,394.29,394.29,0,0,0,1294,554,112.65,45.6,0,0,112.65,0.137,0.294,0.57,15.43,33.12,64.09785,45.6,16,16.416,29.184,0,0,80.51385,1,100,24,175.517,62.3
734,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,10,53.034,35.356,0,0,103.32791,1,60,24,132.716673333333,22.5
735,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,1,60,24,166.158873333333,31.1
736,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,10,79.908,53.272,0,0,105.16591,1,60,24,183.150213333333,32.6
737,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,14,38.8916,49.4984,0,0,89.18551,1,60,24,159.799369333333,29.2
738,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,1,60,24,202.341649333333,35.2
739,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,14,58.5992,74.5808,0,0,83.85711,1,60,24,223.956565333333,36.8
740,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,16,31.8204,56.5696,0,0,82.11431,1,60,24,173.340717333333,29.9
741,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,1,60,24,220.433037333333,36.1
742,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,16,47.9448,85.2352,0,0,73.20271,1,60,24,244.359741333333,36.8
743,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,10,53.034,35.356,0,0,103.32791,1,60,24,140.898673333333,31.2
744,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,1,60,24,177.307273333333,38.3
745,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,10,79.908,53.272,0,0,105.16591,1,60,24,195.817813333333,38.9
746,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,14,38.8916,49.4984,0,0,89.18551,1,60,24,167.981369333333,34.5
747,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,1,60,24,213.490049333333,41.5
748,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,14,58.5992,74.5808,0,0,83.85711,1,60,24,236.624165333333,42.5
749,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,16,31.8204,56.5696,0,0,82.11431,1,60,24,181.522717333333,36.7
750,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,1,60,24,231.581437333333,42.1
751,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,16,47.9448,85.2352,0,0,73.20271,1,60,24,257.027341333333,43.9
752,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,0.333333333,60,24,151.186651103625,17.3
753,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,0.333333333,60,24,187.369427103625,24.1
754,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,0.333333333,60,24,205.460815103625,24.8
755,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,0.333333333,60,24,162.335051103625,25.1
756,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,0.333333333,60,24,198.517827103625,28.5
757,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,0.333333333,60,24,216.609215103625,29.2
758,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,400,0,0,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,132.63116,47.5325
759,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,400,0,0,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,142.261312,54.1558
760,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,400,0,0,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,151.891464,59.2208
761,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,143.75116,48.7087
762,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,153.381312,56.1336
763,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,163.011464,61.3145
764,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,154.87116,54.7001
765,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,164.501312,59.6857
766,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,174.131464,63.3753
767,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,165.99116,58.3175
768,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,175.621312,56.5645
769,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,185.251464,60.7993
806,48.105,22.12,1.792,17.74,3.895,0,0,1.025,0.25,0,0,0,0,1.195,0,204.5,204.5,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,88.4052,53.5
807,56.8738875305623,25.0671882640587,2.39747677261614,9.34953545232274,2.4439608801956,0,0,0.611491442542787,0.375305623471883,0,0,0,0,0.741393643031785,0,307,102,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,83.4852,35.4
808,65.6,28,3,1,1,0,0,0.2,0.5,0,0,0,0,0.29,0,409,0,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,78.5892,24.5
847,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,12.3,188.22,0,25,24,113.0524,22.4
848,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,124,12.3,211.22,0,25,24,113.0524,16.4
849,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,148,12.3,235.22,0,25,24,113.0524,13.2
850,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,16.4,190.68,0,25,24,120.7604,21.4
851,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,14,45.32,57.68,101,16.4,180.76,0,25,24,164.9292,13.8
852,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,12,21.32,19.68,98,16.4,190.96,0,25,24,114.4792,18.3
853,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,10,24.6,16.4,95,16.4,191.24,0,25,24,108.198,16.1
854,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,12,53.56,49.44,94,12.3,179.54,0,25,24,141.4416,10.8
855,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,10,61.8,41.2,87,12.3,180.78,0,25,24,125.662,8.9
856,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,20.5,193.14,0,25,24,128.4684,19.6
857,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,24.6,195.6,0,25,24,136.1764,16.6
858,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,96,48,2.13,1.53,96,0.11,0.29,0.6,10.56,27.84,57.6,48,14,21.12,26.88,101,12.3,187.1,0,25,24,118.0392,19.5
859,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,108,36,2.13,1.53,108,0.11,0.29,0.6,11.88,31.32,64.8,36,14,15.84,20.16,101,12.3,189.02,0,25,24,109.4904,23.1
860,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,117,47,2.13,1.53,117,0.11,0.29,0.6,12.87,33.93,70.2,47,14,20.68,26.32,92,12.3,190.26,0,25,24,124.5268,23.5
861,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,132,53,2.13,1.53,132,0.11,0.29,0.6,14.52,38.28,79.2,53,14,23.32,29.68,83,12.3,192.9,0,25,24,136.3612,24.1
862,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,146.5,58.5,2.13,1.53,146.5,0.11,0.29,0.6,16.12,42.49,87.9,58.5,14,25.74,32.76,74,12.3,195.02,0,25,24,147.4794,19.8
863,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,88,35,2.13,1.53,88,0.11,0.29,0.6,9.68,25.52,52.8,35,14,15.4,19.6,110,12.3,185.58,0,25,24,101.218,18.7
875,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,444,0,0,0,0,1260,540,111,45,0,0,111,0.147,0.294,0.56,16.32,32.63,62.049,45,8,30.6,14.4,36,5.8,132.129,0,25,24,88.856,15.1027
876,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,8,36.04,16.96,14,5.8,127.867,0,25,24,101.5584,26.2238
877,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,444,0,0,0,0,1260,540,111,45,0,0,111,0.147,0.294,0.56,16.32,32.63,62.049,45,12,23.4,21.6,36,5.8,124.929,0,25,24,102.644,31.1644
878,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,12,27.56,25.44,14,5.8,119.387,0,25,24,117.7976,24.3357
879,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,8,36.04,16.96,14,5.8,127.867,1,60,24,124.016733333333,14.6454
938,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,0,0.49,0,500,0,0,0,0,1321,320,120,80,1.451,1.35,120,0.09,0.28,0.63,10.8,33.6,75.6,80,16,28.8,51.2,0,6,108,1,60,24,184.863133333333,53.56
939,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,0,0.49,0,400,0,0,0,0,1419,344,120,80,1.451,1.35,120,0.09,0.28,0.63,10.8,33.6,75.6,80,16,28.8,51.2,0,4,106.8,1,60,24,181.288733333333,45.95
940,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,0,0.49,0,333,0,0,0,0,1485,360,120,80,1.451,1.35,120,0.09,0.28,0.63,10.8,33.6,75.6,80,16,28.8,51.2,0,3.2,106.32,1,60,24,179.910333333333,37.12
941,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,0,0.49,0,286,0,0,0,0,1533,371,120,80,1.451,1.35,120,0.09,0.28,0.63,10.8,33.6,75.6,80,16,28.8,51.2,0,0,104.4,1,60,24,173.989533333333,33.41
942,61.89,28.05,4.11,0.87,0.38,0.4,0.82,1.32,0,0,0,0,0,0.49,0,250,0,0,0,0,1567,380,120,80,1.451,1.35,120,0.09,0.28,0.63,10.8,33.6,75.6,80,16,28.8,51.2,0,0,104.4,1,60,24,174.051933333333,23.45
1021,39.8064591439689,17.9952140077821,5.62715953307393,18.864280155642,3.57836575875486,0.954124513618677,2.82354085603113,1.24466926070039,0.897704280155642,0.101867704280156,0.052023346303502,0.234357976653697,0,3.10108949416342,0,308,206,0,0,0,935,615,121,99,0,0,121,0.128,0.255,0.62,15.49,30.86,74.657,99,10,59.4,39.6,75,0,209.057,0,25,24,138.778,61.8
1022,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,270,180,0,0,0,1030,670,106,87,0,0,106,0.128,0.255,0.62,13.57,27.03,65.402,87,10,52.2,34.8,65,0,182.602,0,25,24,123.402,70.4
1023,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,240,160,0,0,0,1110,720,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,55,0,159.198,0,25,24,110.886,69.1
1025,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,210,140,0,0,0,1155,750,82,68,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,68,10,40.8,27.2,60,0,151.394,0,25,24,98.872,60.4
1026,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,240,160,0,0,0,1070,710,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,70,0,174.198,0,25,24,110.646,66.7
1027,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,270,180,0,0,0,1050,690,106,87,0,0,106,0.128,0.255,0.62,13.57,27.03,65.402,87,10,52.2,34.8,50,0,167.602,0,25,24,123.594,72.3
1028,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,210,140,0,0,0,1120,730,83,67,0,0,83,0.128,0.255,0.62,10.62,21.17,51.211,67,10,40.2,26.8,80,0,171.411,0,25,24,98.202,56.1
1029,39.828743718593,18.0096733668342,5.63841708542714,18.8111557788945,3.57118090452261,0.95391959798995,2.82758793969849,1.24356783919598,0.898190954773869,0.102085427135678,0.0519849246231156,0.233768844221106,0,3.10258793969849,0,239,159,0,0,0,1111,721,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,52,0,156.198,0,25,24,110.8396,60.6
1030,39.8290861618799,18.0098955613577,5.63859007832898,18.8103394255875,3.57107049608355,0.953916449086162,2.8276501305483,1.24355091383812,0.898198433420366,0.102088772845953,0.0519843342036554,0.233759791122715,0,3.10261096605744,0,230,153,0,0,0,1111,721,90,74,0,0,90,0.128,0.255,0.62,11.52,22.95,55.53,74,10,44.4,29.6,63,0,162.93,0,25,24,106.7536,58.6
1031,39.8292063492063,18.0099735449735,5.63865079365079,18.8100529100529,3.57103174603175,0.953915343915344,2.82767195767196,1.24354497354497,0.898201058201058,0.102089947089947,0.051984126984127,0.233756613756614,0,3.10261904761905,0,227,151,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,10,43.8,29.2,66,0,164.713,0,25,24,105.5116,60.9
1032,39.8295867768595,18.0102203856749,5.63884297520661,18.8091460055096,3.57090909090909,0.953911845730028,2.82774104683196,1.2435261707989,0.898209366391185,0.102093663911846,0.0519834710743802,0.233746556473829,0,3.10264462809917,0,218,145,0,0,0,1111,721,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,10,42,28,76,0,171.062,0,25,24,101.7856,51.2
1033,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,219,146,0,0,0,1145,742,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,10,42,28,56,0,151.062,0,25,24,102.1056,58.4
1034,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,216,144,0,0,0,1145,742,85,69,0,0,85,0.128,0.255,0.62,10.88,21.68,52.445,69,10,41.4,27.6,59,0,152.845,0,25,24,100.8636,56.1
1035,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,213,142,0,0,0,1145,742,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,10,41.4,27.6,62,0,155.228,0,25,24,100.3876,56.3
1036,39.83,18.0104885057471,5.63905172413793,18.8081609195402,3.57077586206897,0.953908045977012,2.82781609195402,1.24350574712644,0.898218390804598,0.102097701149425,0.0519827586206897,0.233735632183908,0,3.1026724137931,0,209,139,0,0,0,1160,753,82,67,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,67,10,40.2,26.8,57,0,147.794,0,25,24,98.0884,56.8
1037,39.7994690265487,17.9906784660767,5.62362831858407,18.8809439528024,3.58061946902655,0.954188790560472,2.82227138643068,1.24501474926254,0.897551622418879,0.101799410029499,0.0520353982300885,0.234542772861357,0,3.10061946902655,0,203,136,0,0,0,1160,753,80,65,0,0,80,0.128,0.255,0.62,10.24,20.4,49.36,65,10,39,26,63,0,151.36,0,25,24,95.6564,55.6
1038,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,198,132,0,0,0,1160,753,78,64,0,0,78,0.128,0.255,0.62,9.98,19.89,48.126,64,10,38.4,25.6,69,0,155.526,0,25,24,93.9424,36.2
1150,47.6,21.4,7.8,11.9,1.8,0.7,0.82,2.8,1.88,0,0,0,0,3.3,0,550,0,0,0,0,838,600,144,95,0,0,144,0.12,0.3,0.58,17.28,43.2,83.52,95,8,64.6,30.4,0,0,148.12,0,25,24,119.1584,35.4
1151,47.6,21.4,7.8,11.9,1.8,0.7,0.82,2.8,1.88,0,0,0,0,3.3,0,550,0,0,0,0,838,600,144,95,0,0,144,0.12,0.3,0.58,17.28,43.2,83.52,95,10,57,38,0,0,140.52,0,25,24,133.7124,36.9
1152,47.6,21.4,7.8,11.9,1.8,0.7,0.82,2.8,1.88,0,0,0,0,3.3,0,550,0,0,0,0,838,600,144,95,0,0,144,0.12,0.3,0.58,17.28,43.2,83.52,95,12,49.4,45.6,0,0,132.92,0,25,24,148.2664,41.7
1153,47.6,21.4,7.8,11.9,1.8,0.7,0.82,2.8,1.88,0,0,0,0,3.3,0,550,0,0,0,0,838,600,144,95,0,0,144,0.12,0.3,0.58,17.28,43.2,83.52,95,14,41.8,53.2,0,0,125.32,0,25,24,162.8204,38.5
