Idx_Sample,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),Kaolin (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg/m3),Na2SiO3,NaOH,NaOH specific gravity,Na2SiO3 specific gravity,Total solution,Na2O (l),Sio2 (l),H2O,Na2O (Dry),Sio2 (Dry),Water,Total NaOH,Concentration (M) NaOH,Water,NaOH (Dry),Additional water,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Final curing temp (C),Mixture CO2 (Na2SiO3 as solution),7-d Cubic compressive strength (MPa)
852,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,12,21.32,19.68,98,16.4,190.96,0,25,24,114.4792,15.3
853,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,10,24.6,16.4,95,16.4,191.24,0,25,24,108.198,13.4
854,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,12,53.56,49.44,94,12.3,179.54,0,25,24,141.4416,8.9
855,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,10,61.8,41.2,87,12.3,180.78,0,25,24,125.662,6.2
856,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,20.5,193.14,0,25,24,128.4684,16.2
857,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,24.6,195.6,0,25,24,136.1764,13.3
858,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,96,48,2.13,1.53,96,0.11,0.29,0.6,10.56,27.84,57.6,48,14,21.12,26.88,101,12.3,187.1,0,25,24,118.0392,14
859,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,108,36,2.13,1.53,108,0.11,0.29,0.6,11.88,31.32,64.8,36,14,15.84,20.16,101,12.3,189.02,0,25,24,109.4904,19.1
860,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,117,47,2.13,1.53,117,0.11,0.29,0.6,12.87,33.93,70.2,47,14,20.68,26.32,92,12.3,190.26,0,25,24,124.5268,18.8
861,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,132,53,2.13,1.53,132,0.11,0.29,0.6,14.52,38.28,79.2,53,14,23.32,29.68,83,12.3,192.9,0,25,24,136.3612,21.1
862,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,146.5,58.5,2.13,1.53,146.5,0.11,0.29,0.6,16.12,42.49,87.9,58.5,14,25.74,32.76,74,12.3,195.02,0,25,24,147.4794,17.3
863,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,88,35,2.13,1.53,88,0.11,0.29,0.6,9.68,25.52,52.8,35,14,15.4,19.6,110,12.3,185.58,0,25,24,101.218,14.1
875,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,444,0,0,0,0,1260,540,111,45,0,0,111,0.147,0.294,0.56,16.32,32.63,62.049,45,8,30.6,14.4,36,5.8,132.129,0,25,24,88.856,6.4726
876,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,8,36.04,16.96,14,5.8,127.867,0,25,24,101.5584,19.3007
877,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,444,0,0,0,0,1260,540,111,45,0,0,111,0.147,0.294,0.56,16.32,32.63,62.049,45,12,23.4,21.6,36,5.8,124.929,0,25,24,102.644,14.863
878,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,12,27.56,25.44,14,5.8,119.387,0,25,24,117.7976,17.8322
879,32.62,31.23,8.48,17.12,3.49,0.91,0.1,0,1.65,0,0,0,0,0.93,0,414,0,0,0,0,1260,540,133,53,0,0,133,0.147,0.294,0.56,19.55,39.1,74.347,53,8,36.04,16.96,14,5.8,127.867,1,60,24,124.016733333333,13.6525
1021,39.8064591439689,17.9952140077821,5.62715953307393,18.864280155642,3.57836575875486,0.954124513618677,2.82354085603113,1.24466926070039,0.897704280155642,0.101867704280156,0.052023346303502,0.234357976653697,0,3.10108949416342,0,308,206,0,0,0,935,615,121,99,0,0,121,0.128,0.255,0.62,15.49,30.86,74.657,99,10,59.4,39.6,75,0,209.057,0,25,24,138.778,41.8
1022,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,270,180,0,0,0,1030,670,106,87,0,0,106,0.128,0.255,0.62,13.57,27.03,65.402,87,10,52.2,34.8,65,0,182.602,0,25,24,123.402,49
1023,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,240,160,0,0,0,1110,720,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,55,0,159.198,0,25,24,110.886,44.9
1024,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,210,140,0,0,0,1170,760,82,68,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,68,10,40.8,27.2,50,0,141.394,0,25,24,98.992,35.1
1025,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,210,140,0,0,0,1155,750,82,68,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,68,10,40.8,27.2,60,0,151.394,0,25,24,98.872,38.5
1026,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,240,160,0,0,0,1070,710,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,70,0,174.198,0,25,24,110.646,42.3
1027,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,270,180,0,0,0,1050,690,106,87,0,0,106,0.128,0.255,0.62,13.57,27.03,65.402,87,10,52.2,34.8,50,0,167.602,0,25,24,123.594,47
1028,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,210,140,0,0,0,1120,730,83,67,0,0,83,0.128,0.255,0.62,10.62,21.17,51.211,67,10,40.2,26.8,80,0,171.411,0,25,24,98.202,33.2
1029,39.828743718593,18.0096733668342,5.63841708542714,18.8111557788945,3.57118090452261,0.95391959798995,2.82758793969849,1.24356783919598,0.898190954773869,0.102085427135678,0.0519849246231156,0.233768844221106,0,3.10258793969849,0,239,159,0,0,0,1111,721,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,10,46.2,30.8,52,0,156.198,0,25,24,110.8396,40.1
1030,39.8290861618799,18.0098955613577,5.63859007832898,18.8103394255875,3.57107049608355,0.953916449086162,2.8276501305483,1.24355091383812,0.898198433420366,0.102088772845953,0.0519843342036554,0.233759791122715,0,3.10261096605744,0,230,153,0,0,0,1111,721,90,74,0,0,90,0.128,0.255,0.62,11.52,22.95,55.53,74,10,44.4,29.6,63,0,162.93,0,25,24,106.7536,36.9
1031,39.8292063492063,18.0099735449735,5.63865079365079,18.8100529100529,3.57103174603175,0.953915343915344,2.82767195767196,1.24354497354497,0.898201058201058,0.102089947089947,0.051984126984127,0.233756613756614,0,3.10261904761905,0,227,151,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,10,43.8,29.2,66,0,164.713,0,25,24,105.5116,38.4
1032,39.8295867768595,18.0102203856749,5.63884297520661,18.8091460055096,3.57090909090909,0.953911845730028,2.82774104683196,1.2435261707989,0.898209366391185,0.102093663911846,0.0519834710743802,0.233746556473829,0,3.10264462809917,0,218,145,0,0,0,1111,721,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,10,42,28,76,0,171.062,0,25,24,101.7856,33.3
1033,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,219,146,0,0,0,1145,742,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,10,42,28,56,0,151.062,0,25,24,102.1056,41.1
1034,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,216,144,0,0,0,1145,742,85,69,0,0,85,0.128,0.255,0.62,10.88,21.68,52.445,69,10,41.4,27.6,59,0,152.845,0,25,24,100.8636,41.6
1035,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,213,142,0,0,0,1145,742,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,10,41.4,27.6,62,0,155.228,0,25,24,100.3876,37.4
1036,39.83,18.0104885057471,5.63905172413793,18.8081609195402,3.57077586206897,0.953908045977012,2.82781609195402,1.24350574712644,0.898218390804598,0.102097701149425,0.0519827586206897,0.233735632183908,0,3.1026724137931,0,209,139,0,0,0,1160,753,82,67,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,67,10,40.2,26.8,57,0,147.794,0,25,24,98.0884,39.8
1037,39.7994690265487,17.9906784660767,5.62362831858407,18.8809439528024,3.58061946902655,0.954188790560472,2.82227138643068,1.24501474926254,0.897551622418879,0.101799410029499,0.0520353982300885,0.234542772861357,0,3.10061946902655,0,203,136,0,0,0,1160,753,80,65,0,0,80,0.128,0.255,0.62,10.24,20.4,49.36,65,10,39,26,63,0,151.36,0,25,24,95.6564,37
1038,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0.052,0.234,0,3.102,0,198,132,0,0,0,1160,753,78,64,0,0,78,0.128,0.255,0.62,9.98,19.89,48.126,64,10,38.4,25.6,69,0,155.526,0,25,24,93.9424,22.3
1231,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,391,0,0,0,0,1111,721,92,75,0,0,92,0.128,0.255,0.62,11.78,23.46,56.764,75,7.5,52.5,22.5,0,0,109.264,28,70,65,895.0651,22.5717
1232,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,380,0,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,7.5,51.1,21.9,0,0,106.013,28,70,65,892.7921,15.4909
1233,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,371,0,0,0,0,1111,721,87,72,0,0,87,0.128,0.255,0.62,11.14,22.19,53.679,72,7.5,50.4,21.6,0,0,104.079,28,70,65,891.4616,12.8526
1234,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,367,0,0,0,0,1145,742,86,71,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,71,7.5,49.7,21.3,0,0,102.762,28,70,65,890.7751,21.0857
1235,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,357,0,0,0,0,1145,742,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,7.5,48.3,20.7,0,0,100.128,28,70,65,888.8661,14.7438
1236,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,348,0,0,0,0,1145,742,82,67,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,67,7.5,46.9,20.1,0,0,97.494,28,70,65,886.9611,13.2147
1237,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,355,0,0,0,0,1160,753,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,7.5,48.3,20.7,0,0,100.128,28,70,65,888.9829,18.8496
1238,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,346,0,0,0,0,1160,753,81,67,0,0,81,0.128,0.255,0.62,10.37,20.66,49.977,67,7.5,46.9,20.1,0,0,96.877,28,70,65,886.7179,15.0983
1239,46.78,22.52,9.15,2.24,1.33,0.89,4.09,0.9,1.05,0.17,0,0,0.05,3.57,0,337,0,0,0,0,1160,753,79,65,0,0,79,0.128,0.255,0.62,10.11,20.15,48.743,65,7.5,45.5,19.5,0,0,94.243,28,70,65,884.8129,13.2046
1240,43.3175314861461,20.2733753148615,7.4008564231738,10.4942065491184,2.4463476070529,0.92183879093199,3.4611838790932,1.07113350125945,0.974382871536524,0.136171284634761,0,0,0.141536523929471,3.33717884130982,0,318,79,0,0,0,1111,721,93,77,0,0,93,0.128,0.255,0.62,11.9,23.72,57.381,77,7.5,53.9,23.1,0,0,111.281,0,20,24,91.8901,24.0438
1241,43.3090155440415,20.2678497409326,7.39655440414508,10.5145077720207,2.4490932642487,0.921917098445596,3.45963730569948,1.07155440414508,0.97419689119171,0.136088082901554,0,0,0.141761658031088,3.33660621761658,0,309,77,0,0,0,1111,721,91,75,0,0,91,0.128,0.255,0.62,11.65,23.21,56.147,75,7.5,52.5,22.5,0,0,108.647,0,20,24,89.8811,23.6128
1242,43.3092553191489,20.2680053191489,7.39667553191489,10.5139361702128,2.44901595744681,0.921914893617021,3.45968085106383,1.07154255319149,0.974202127659574,0.136090425531915,0,0,0.141755319148936,3.33662234042553,0,301,75,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,7.5,51.1,21.9,0,0,106.013,0,20,24,87.8761,21.7029
1243,43.3189645776567,20.2743051771117,7.40158038147139,10.4907901907357,2.44588555858311,0.921825613079019,3.46144414168937,1.07106267029973,0.97441416893733,0.136185286103542,0,0,0.14149863760218,3.33727520435967,0,294,73,0,0,0,1111,721,86,71,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,71,7.5,49.7,21.3,0,0,102.762,0,20,24,85.5151,18.3116
1244,43.2904395604396,20.2557967032967,7.38717032967033,10.5587912087912,2.45508241758242,0.922087912087912,3.45626373626374,1.07247252747253,0.973791208791209,0.135906593406593,0,0,0.142252747252747,3.33535714285714,0,291,73,0,0,0,1145,742,85,70,0,0,85,0.128,0.255,0.62,10.88,21.68,52.445,70,7.5,49,21,0,0,101.445,0,20,24,84.8326,23.8589
1245,43.2901694915254,20.2556214689266,7.38703389830509,10.5594350282486,2.45516949152542,0.922090395480226,3.45621468926554,1.07248587570621,0.973785310734463,0.13590395480226,0,0,0.14225988700565,3.33533898305085,0,283,71,0,0,0,1145,742,83,68,0,0,83,0.128,0.255,0.62,10.62,21.17,51.211,68,7.5,47.6,20.4,0,0,98.811,0,20,24,82.8276,20.8303
1246,43.3,20.262,7.392,10.536,2.452,0.922,3.458,1.072,0.974,0.136,0,0,0.142,3.336,0,276,69,0,0,0,1145,742,81,67,0,0,81,0.128,0.255,0.62,10.37,20.66,49.977,67,7.5,46.9,20.1,0,0,96.877,0,20,24,81.4011,17.4339
1247,43.3096398891967,20.2682548476454,7.39686980609418,10.5130193905817,2.448891966759,0.92191135734072,3.45975069252078,1.07152354570637,0.974210526315789,0.136094182825485,0,0,0.141745152354571,3.33664819944598,0,289,72,0,0,0,1160,753,85,70,0,0,85,0.128,0.255,0.62,10.88,21.68,52.445,70,7.5,49,21,0,0,101.445,0,20,24,84.8974,22.291
1248,43.3099145299145,20.268433048433,7.39700854700855,10.5123646723647,2.44880341880342,0.921908831908832,3.45980056980057,1.07150997150997,0.974216524216524,0.136096866096866,0,0,0.141737891737892,3.33666666666667,0,281,70,0,0,0,1160,753,83,68,0,0,83,0.128,0.255,0.62,10.62,21.17,51.211,68,7.5,47.6,20.4,0,0,98.811,0,20,24,82.8924,22.2329
1249,43.320350877193,20.2752046783626,7.40228070175439,10.487485380117,2.44543859649123,0.921812865497076,3.46169590643275,1.07099415204678,0.974444444444444,0.136198830409357,0,0,0.141461988304094,3.33736842105263,0,274,68,0,0,0,1160,753,81,66,0,0,81,0.128,0.255,0.62,10.37,20.66,49.977,66,7.5,46.2,19.8,0,0,96.177,0,20,24,80.8914,21.4342
1250,43.2895808383234,20.2552395209581,7.38673652694611,10.5608383233533,2.45535928143713,0.922095808383234,3.45610778443114,1.07251497005988,0.97377245508982,0.135898203592814,0,0,0.142275449101796,3.3352994011976,0,267,67,0,0,0,1160,753,79,64,0,0,79,0.128,0.255,0.62,10.11,20.15,48.743,64,7.5,44.8,19.2,0,0,93.543,0,20,24,78.9424,17.302
1251,39.828743718593,18.0096733668342,5.63841708542714,18.8111557788945,3.57118090452261,0.95391959798995,2.82758793969849,1.24356783919598,0.898190954773869,0.102085427135678,0,0,0.233768844221106,3.10258793969849,0,239,159,0,0,0,1111,721,94,77,0,0,94,0.128,0.255,0.62,12.03,23.97,57.998,77,7.5,53.9,23.1,0,0,111.898,0,20,24,96.0941,39.6162
1252,39.8290861618799,18.0098955613577,5.63859007832898,18.8103394255875,3.57107049608355,0.953916449086162,2.8276501305483,1.24355091383812,0.898198433420366,0.102088772845953,0,0,0.233759791122715,3.10261096605744,0,230,153,0,0,0,1111,721,90,74,0,0,90,0.128,0.255,0.62,11.52,22.95,55.53,74,7.5,51.8,22.2,0,0,107.33,0,20,24,92.5826,36.3328
1253,39.8292063492063,18.0099735449735,5.63865079365079,18.8100529100529,3.57103174603175,0.953915343915344,2.82767195767196,1.24354497354497,0.898201058201058,0.102089947089947,0,0,0.233756613756614,3.10261904761905,0,227,151,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,7.5,51.1,21.9,0,0,106.013,0,20,24,91.5321,38.018
1254,39.8295867768595,18.0102203856749,5.63884297520661,18.8091460055096,3.57090909090909,0.953911845730028,2.82774104683196,1.2435261707989,0.898209366391185,0.102093663911846,0,0,0.233746556473829,3.10264462809917,0,218,145,0,0,0,1111,721,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,7.5,49,21,0,0,102.062,0,20,24,88.3806,32.6513
1255,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0,0,0.234,3.102,0,219,146,0,0,0,1145,742,86,70,0,0,86,0.128,0.255,0.62,11.01,21.93,53.062,70,7.5,49,21,0,0,102.062,0,20,24,88.7006,40.3496
1256,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0,0,0.234,3.102,0,216,144,0,0,0,1145,742,85,69,0,0,85,0.128,0.255,0.62,10.88,21.68,52.445,69,7.5,48.3,20.7,0,0,100.745,0,20,24,87.6501,41.2015
1257,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0,0,0.234,3.102,0,213,142,0,0,0,1145,742,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,7.5,48.3,20.7,0,0,100.128,0,20,24,87.1741,37.0519
1258,39.83,18.0104885057471,5.63905172413793,18.8081609195402,3.57077586206897,0.953908045977012,2.82781609195402,1.24350574712644,0.898218390804598,0.102097701149425,0,0,0.233735632183908,3.1026724137931,0,209,139,0,0,0,1160,753,82,67,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,67,7.5,46.9,20.1,0,0,97.494,0,20,24,85.2579,39.8202
1259,39.7994690265487,17.9906784660767,5.62362831858407,18.8809439528024,3.58061946902655,0.954188790560472,2.82227138643068,1.24501474926254,0.897551622418879,0.101799410029499,0,0,0.234542772861357,3.10061946902655,0,203,136,0,0,0,1160,753,80,65,0,0,80,0.128,0.255,0.62,10.24,20.4,49.36,65,7.5,45.5,19.5,0,0,94.86,0,20,24,83.2089,37.353
1260,39.82,18.004,5.634,18.832,3.574,0.954,2.826,1.244,0.898,0.102,0,0,0.234,3.102,0,198,132,0,0,0,1160,753,78,64,0,0,78,0.128,0.255,0.62,9.98,19.89,48.126,64,7.5,44.8,19.2,0,0,92.926,0,20,24,81.6864,21.9692
1261,34.5953846153846,14.6140053050398,2.99466843501326,31.2870026525199,5.25848806366048,1.0020424403183,1.87716180371353,1.50222811671088,0.783899204244032,0.0509549071618037,0,0,0.372122015915119,2.75068965517241,0,113,264,0,0,0,1111,721,89,73,0,0,89,0.128,0.255,0.62,11.39,22.7,54.913,73,7.5,51.1,21.9,0,0,106.013,0,20,24,96.9521,62.5427
1262,34.6145403899721,14.62643454039,3.00434540389972,31.2413370473538,5.25231197771588,1.00186629526462,1.88064066852368,1.50128133704735,0.784317548746518,0.0511420612813371,0,0,0.371615598885794,2.75197771587744,0,108,251,0,0,0,1111,721,84,69,0,0,84,0.128,0.255,0.62,10.75,21.42,51.828,69,7.5,48.3,20.7,0,0,100.128,0,20,24,92.1581,57.8903
1263,34.6,14.617,2.997,31.276,5.257,1.002,1.878,1.502,0.784,0.051,0,0,0.372,2.751,0,105,245,0,0,0,1111,721,82,68,0,0,82,0.128,0.255,0.62,10.5,20.91,50.594,68,7.5,47.6,20.4,0,0,98.194,0,20,24,90.5396,51.8626
1264,34.5901694915254,14.6106214689266,2.99203389830508,31.2994350282486,5.26016949152542,1.00209039548023,1.87621468926554,1.50248587570621,0.783785310734463,0.0509039548022599,0,0,0.37225988700565,2.75033898305085,0,106,248,0,0,0,1145,742,83,68,0,0,83,0.128,0.255,0.62,10.62,21.17,51.211,68,7.5,47.6,20.4,0,0,98.811,0,20,24,91.3236,56.4726
1265,34.5948367952522,14.613649851632,2.99439169139466,31.2883086053412,5.2586646884273,1.00204747774481,1.87706231454006,1.50225519287834,0.783887240356083,0.0509495548961424,0,0,0.37213649851632,2.7506528189911,0,101,236,0,0,0,1145,742,79,65,0,0,79,0.128,0.255,0.62,10.11,20.15,48.743,65,7.5,45.5,19.5,0,0,94.243,0,20,24,87.5161,54.404
1266,34.6158662613982,14.6272948328267,3.00501519756839,31.2381762917933,5.25188449848024,1.00185410334347,1.88088145896657,1.50121580547112,0.784346504559271,0.0511550151975684,0,0,0.371580547112462,2.75206686930091,0,99,230,0,0,0,1145,742,77,63,0,0,77,0.128,0.255,0.62,9.86,19.64,47.509,63,7.5,44.1,18.9,0,0,91.609,0,20,24,85.3271,54.2978
1267,34.6050728862974,14.6202915451895,2.99956268221574,31.2639067055394,5.25536443148688,1.00195335276968,1.87892128279883,1.50174927113703,0.784110787172012,0.0510495626822157,0,0,0.371865889212828,2.75134110787172,0,103,240,0,0,0,1160,753,81,66,0,0,81,0.128,0.255,0.62,10.37,20.66,49.977,66,7.5,46.2,19.8,0,0,96.177,0,20,24,89.1514,58.93
1268,34.6106748466258,14.6239263803681,3.00239263803681,31.2505521472393,5.25355828220859,1.0019018404908,1.87993865030675,1.50147239263804,0.784233128834356,0.0511042944785276,0,0,0.371717791411043,2.75171779141104,0,98,228,0,0,0,1160,753,77,63,0,0,77,0.128,0.255,0.62,9.86,19.64,47.509,63,7.5,44.1,18.9,0,0,91.609,0,20,24,85.3439,55.0228
1269,34.5781132075472,14.6027987421384,2.98594339622642,31.3281761006289,5.26405660377358,1.00220125786164,1.8740251572327,1.50308176100629,0.783522012578616,0.0507861635220126,0,0,0.372578616352201,2.74952830188679,0,95,223,0,0,0,1160,753,75,61,0,0,75,0.128,0.255,0.62,9.6,19.13,46.275,61,7.5,42.7,18.3,0,0,88.975,0,20,24,83.2029,50.1018
1315,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,0,25,24,132.6688,2.9
1316,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,0,25,24,132.6688,2.9
1317,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,1,80,24,167.960466666667,40.8
1318,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,1,80,24,167.960466666667,42.7
1319,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,1,80,24,167.960466666667,45.2
1320,50.76,27.32,4.64,5.4,3.72,0.8,4.85,2,1.16,0,0,0,0,0,0,280,0,0,0,0,1309,561,126,84,0,0,126,0.0883,0.2764,0.64,11.13,34.83,80.0478,84,12,43.68,40.32,0,0,123.7278,1,80,24,167.960466666667,44.1
1386,51.593,25.134,1.526,7.045,9.34,0.709,2.368,0.686,0.853,0,0,0,0,0,0,360,40,0,0,0,1197,644,107,53,0,0,107,0.1536,0.3071,0.54,16.44,32.86,57.7051,53,10,31.8,21.2,0,4,91.9051,0,25,20,98.9948,12.0073
1387,50.7695,24.491,1.464,8.7425,9.235,0.6835,2.267,0.749,0.8495,0,0,0,0,0,0,340,60,0,0,0,1200,646,107,53,0,0,107,0.1536,0.3071,0.54,16.44,32.86,57.7051,53,10,31.8,21.2,0,4,91.9051,0,25,20,99.9788,15.8394
1388,49.946,23.848,1.402,10.44,9.13,0.658,2.166,0.812,0.846,0,0,0,0,0,0,320,80,0,0,0,1203,646,107,53,0,0,107,0.1536,0.3071,0.54,16.44,32.86,57.7051,53,10,31.8,21.2,0,4,91.9051,0,25,20,100.9532,26.5693
1389,49.1225,23.205,1.34,12.1375,9.025,0.6325,2.065,0.875,0.8425,0,0,0,0,0,0,300,100,0,0,0,1207,650,107,53,0,0,107,0.1536,0.3071,0.54,16.44,32.86,57.7051,53,10,31.8,21.2,0,4,91.9051,0,25,20,101.9516,31.4234
1390,48.299,22.562,1.278,13.835,8.92,0.607,1.964,0.938,0.839,0,0,0,0,0,0,280,120,0,0,0,1210,652,107,53,0,0,107,0.1536,0.3071,0.54,16.44,32.86,57.7051,53,10,31.8,21.2,0,4,91.9051,0,25,20,102.9356,36.5328
