Idx_Sample,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,P2O5,SrO,Mn2O3,MnO,LOI,Cement (kg/m3),FA (kg/m3),GGBFS (kg/m3),SF (kg/m3),Kaolin (kg/m3),Other SCM (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg/m3),Na2SiO3,NaOH,NaOH specific gravity,Na2SiO3 specific gravity,Total solution,Na2O (l),Sio2 (l),H2O,Na2O (Dry),Sio2 (Dry),Water,Total NaOH,Concentration (M) NaOH,Water,NaOH (Dry),Additional water,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Final curing temp (C),Mixture CO2 (Na2SiO3 as solution),7-d Cubic compressive strength (MPa)
374,52.54,26.74,11.12,1.28,0.87,0.47,0.82,1.7,1.57,1.53,0,0,0,1.36,0,450,0,0,0,0,1211.9,579.35,160.78,64.31,0,0,160.78,0.147,0.294,0.56,23.63,47.27,89.87602,64.31,12,33.4412,30.8688,0,0,123.31722,1,60,24,149.850885333333,49.26
375,52.54,26.74,11.12,1.28,0.87,0.47,0.82,1.7,1.57,1.53,0,0,0,1.36,0,450,0,0,0,0,1211.9,579.35,176.85,70.74,0,0,176.85,0.147,0.294,0.56,26,51.99,98.85915,70.74,8,48.1032,22.6368,0,0,146.96235,1,60,24,139.871805333333,49.75
376,52.54,26.74,11.12,1.28,0.87,0.47,0.82,1.7,1.57,1.53,0,0,0,1.36,0,450,0,0,0,0,1211.9,579.35,176.85,70.74,0,0,176.85,0.147,0.294,0.56,26,51.99,98.85915,70.74,10,42.444,28.296,0,0,141.30315,1,60,24,150.709173333333,48.63
377,52.54,26.74,11.12,1.28,0.87,0.47,0.82,1.7,1.57,1.53,0,0,0,1.36,0,450,0,0,0,0,1211.9,579.35,176.85,70.74,0,0,176.85,0.147,0.294,0.56,26,51.99,98.85915,70.74,12,36.7848,33.9552,0,0,135.64395,1,60,24,161.546541333333,47.84
399,52.75,19.97,2.285,20.565,1.025,0.47,0.885,0.2,0.545,0,0,0,0,1.43,0,194,194,0,0,0,1241,523,49.6,24.8,0,1.54,49.6,0.1434,0.3223,0.53,7.11,15.99,26.50128,24.8,3,21.824,2.976,0,0,48.32528,0,25,24,42.88624,36
416,51.3,30.1,4.57,8.73,0,0,1.56,1.4,0.7,1.6,0,0,0,0,0,400,0,0,0,0,950,850,143,57,0,0,143,0.1436,0.2943,0.56,20.53,42.08,80.3803,57,8,38.76,18.24,48,24,181.5403,2,70,24,199.5196,49.25
417,53.245,28.636,4.425,8.3555,0,0,1.683,1.4,0.665,1.52,0,0,0,0,0,400,0,20,0,0,950,850,143,58,0,0,143,0.1436,0.2943,0.56,20.53,42.08,80.3803,58,10,34.8,23.2,48,24,177.5803,2,70,24,209.298,51.62
418,55.19,27.172,4.28,7.981,0,0,1.806,1.4,0.63,1.44,0,0,0,0,0,400,0,40,0,0,950,850,143,59,0,0,143,0.1436,0.2943,0.56,20.53,42.08,80.3803,59,12,30.68,28.32,48,24,173.4603,2,70,24,219.3828,53.76
419,57.135,25.708,4.135,7.6065,0,0,1.929,1.4,0.595,1.36,0,0,0,0,0,400,0,60,0,0,950,850,143,60,0,0,143,0.1436,0.2943,0.56,20.53,42.08,80.3803,60,14,26.4,33.6,48,24,169.1803,2,70,24,229.774,51.55
511,45.2471975497703,24.9563859111792,2.43863705972435,17.4094027565084,5.3946248085758,0.184471669218989,0.71843797856049,0,1.20387442572741,0.248174578866769,0,0,0,0.820551301684533,0,394,259,0,0,0,858,520,108,92,1.17,1.54,108,0.1492,0.298,0.55,16.11,32.18,59.7024,92,8,62.56,29.44,90,0,212.2624,0,25,24,116.916,46.5
512,45.2471975497703,24.9563859111792,2.43863705972435,17.4094027565084,5.3946248085758,0.184471669218989,0.71843797856049,0,1.20387442572741,0.248174578866769,0,0,0,0.820551301684533,0,394,259,0,0,0,858,520,98,82,1.17,1.54,98,0.1492,0.298,0.55,14.62,29.2,54.1744,82,8,55.76,26.24,104,0,213.9344,0,25,24,107.188,47.75
513,45.2471975497703,24.9563859111792,2.43863705972435,17.4094027565084,5.3946248085758,0.184471669218989,0.71843797856049,0,1.20387442572741,0.248174578866769,0,0,0,0.820551301684533,0,394,259,0,0,0,858,520,81,69,1.17,1.54,81,0.1492,0.298,0.55,12.09,24.14,44.7768,69,8,46.92,22.08,125,0,216.6968,0,25,24,93.1016,38.25
514,48.8814218009479,27.7781200631912,2.75939968404423,12.2576619273302,3.68497630331754,0.207266982622433,0.739605055292259,0,1.39112164296998,0.31460663507109,0,0,0,0.750537124802528,0,485,148,0,0,0,858,520,108,92,1.17,1.54,108,0.1492,0.298,0.55,16.11,32.18,59.7024,92,8,62.56,29.44,90,0,212.2624,0,25,24,111.508,33.75
515,48.8814218009479,27.7781200631912,2.75939968404423,12.2576619273302,3.68497630331754,0.207266982622433,0.739605055292259,0,1.39112164296998,0.31460663507109,0,0,0,0.750537124802528,0,485,148,0,0,0,858,520,98,82,1.17,1.54,98,0.1492,0.298,0.55,14.62,29.2,54.1744,82,8,55.76,26.24,104,0,213.9344,0,25,24,101.78,31.75
516,48.8814218009479,27.7781200631912,2.75939968404423,12.2576619273302,3.68497630331754,0.207266982622433,0.739605055292259,0,1.39112164296998,0.31460663507109,0,0,0,0.750537124802528,0,485,148,0,0,0,858,520,81,69,1.17,1.54,81,0.1492,0.298,0.55,12.09,24.14,44.7768,69,8,46.92,22.08,125,0,216.6968,0,25,24,87.6936,12
517,49.636,28.364,2.826,11.188,3.33,0.212,0.744,0,1.43,0.3284,0,0,0,0.736,0,504,126,0,0,0,858,520,108,92,1.17,1.54,108,0.1492,0.298,0.55,16.11,32.18,59.7024,92,8,62.56,29.44,90,0,212.2624,0,25,24,110.44,33
518,49.636,28.364,2.826,11.188,3.33,0.212,0.744,0,1.43,0.3284,0,0,0,0.736,0,504,126,0,0,0,858,520,98,82,1.17,1.54,98,0.1492,0.298,0.55,14.62,29.2,54.1744,82,8,55.76,26.24,104,0,213.9344,0,25,24,100.712,28.75
519,45.2471975497703,24.9563859111792,2.43863705972435,17.4094027565084,5.3946248085758,0.184471669218989,0.71843797856049,0,1.20387442572741,0.248174578866769,0,0,0,0.820551301684533,0,394,259,0,0,0,858,520,81,69,1.17,1.54,81,0.1492,0.298,0.55,12.09,24.14,44.7768,69,8,46.92,22.08,125,0,216.6968,0,25,24,93.1016,5.25
594,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,80.18,80.18,0,0,80.18,0.09,0.28,0.63,7.22,22.45,50.5134,80.18,8,54.5224,25.6576,0,3.56,107.1718,0,24,24,111.629392,38.6723
595,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,96.216,64.144,0,0,96.216,0.09,0.28,0.63,8.66,26.94,60.61608,64.144,8,43.61792,20.52608,0,3.56,106.37,0,24,24,107.5754912,50.9703
596,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,106.9066667,53.45333333,0,0,106.9066667,0.09,0.28,0.63,9.62,29.93,67.3512,53.45333333,8,36.34826667,17.10506667,0,3.56,105.8354667,0,24,24,104.87289068505,47.7076
597,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,80.18,80.18,0,0,80.18,0.09,0.28,0.63,7.22,22.45,50.5134,80.18,10,48.108,32.072,0,3.56,100.7574,0,24,24,123.912968,39.3846
598,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,96.216,64.144,0,0,96.216,0.09,0.28,0.63,8.66,26.94,60.61608,64.144,10,38.4864,25.6576,0,3.56,101.23848,0,24,24,117.402352,60
599,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,106.9066667,53.45333333,0,0,106.9066667,0.09,0.28,0.63,9.62,29.93,67.3512,53.45333333,10,32.072,21.38133333,0,3.56,101.5592,0,24,24,113.06194133895,52.9231
600,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,80.18,80.18,0,0,80.18,0.09,0.28,0.63,7.22,22.45,50.5134,80.18,12,41.6936,38.4864,0,3.56,94.343,0,24,24,136.196544,41.613
601,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,96.216,64.144,0,0,96.216,0.09,0.28,0.63,8.66,26.94,60.61608,64.144,12,33.35488,30.78912,0,3.56,96.10696,0,24,24,127.2292128,57.826
602,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,106.9066667,53.45333333,0,0,106.9066667,0.09,0.28,0.63,9.62,29.93,67.3512,53.45333333,12,27.79573333,25.6576,0,3.56,97.28293333,0,24,24,121.250992012,57.9081
603,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,80.18,80.18,0,0,80.18,0.09,0.28,0.63,7.22,22.45,50.5134,80.18,14,35.2792,44.9008,0,3.56,87.9286,0,24,24,148.48012,48.0408
604,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,96.216,64.144,0,0,96.216,0.09,0.28,0.63,8.66,26.94,60.61608,64.144,14,28.22336,35.92064,0,3.56,90.97544,0,24,24,137.0560736,60.9902
605,30.97,17.41,1.03,36.77,9.01,0.69,0.46,1.82,0,0,0,0,0,0,0,0,356.36,0,0,0,1284.29,467.12,106.9066667,53.45333333,0,0,106.9066667,0.09,0.28,0.63,9.62,29.93,67.3512,53.45333333,14,23.51946667,29.93386667,0,3.56,93.00666667,0,24,24,129.44004268505,58.6075
734,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,10,53.034,35.356,0,0,103.32791,1,60,24,132.716673333333,21.3
735,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,1,60,24,166.158873333333,30.3
736,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,10,79.908,53.272,0,0,105.16591,1,60,24,183.150213333333,31.1
737,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,14,38.8916,49.4984,0,0,89.18551,1,60,24,159.799369333333,27.3
738,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,1,60,24,202.341649333333,33.2
739,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,14,58.5992,74.5808,0,0,83.85711,1,60,24,223.956565333333,34.9
740,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,88.39,88.39,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,16,31.8204,56.5696,0,0,82.11431,1,60,24,173.340717333333,28.2
741,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,1,60,24,220.433037333333,34.3
742,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,133.18,44.39,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,16,47.9448,85.2352,0,0,73.20271,1,60,24,244.359741333333,35.2
743,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,10,53.034,35.356,0,0,103.32791,1,60,24,140.898673333333,30.1
744,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,1,60,24,177.307273333333,36.1
745,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,10,79.908,53.272,0,0,105.16591,1,60,24,195.817813333333,37.3
746,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,14,38.8916,49.4984,0,0,89.18551,1,60,24,167.981369333333,33.8
747,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,1,60,24,213.490049333333,40.5
748,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,14,58.5992,74.5808,0,0,83.85711,1,60,24,236.624165333333,40.9
749,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,112.58,112.58,0,1.53,88.39,0.137,0.294,0.57,12.11,25.99,50.29391,88.39,16,31.8204,56.5696,0,0,82.11431,1,60,24,181.522717333333,35.1
750,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,1,60,24,231.581437333333,41.1
751,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,169.83,56.61,0,1.53,44.39,0.137,0.294,0.57,6.08,13.05,25.25791,133.18,16,47.9448,85.2352,0,0,73.20271,1,60,24,257.027341333333,42.1
752,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,0.333333333,60,24,151.186651103625,13.8
753,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,0.333333333,60,24,187.369427103625,19.6
754,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,350,0,0,0,0,1167,777,118.09,59.22,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,0.333333333,60,24,205.460815103625,19.2
755,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,10,70.854,47.236,0,0,104.55018,0.333333333,60,24,162.335051103625,22.4
756,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,14,51.9596,66.1304,0,0,85.65578,0.333333333,60,24,198.517827103625,23.5
757,61.3,29.4,3.27,1.21,0.75,0.73,1.2,0.003,0.01,0,0,0,0,0.45,0,450,0,0,0,0,1051,700,150.52,75.48,0,1.53,59.22,0.137,0.294,0.57,8.11,17.41,33.69618,118.09,16,42.5124,75.5776,0,0,76.20858,0.333333333,60,24,216.609215103625,24.6
761,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,143.75116,39.2516
762,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,153.381312,40.2539
763,33.073,20.269,0.987,33.102,8.112,0.631,0.417,1.638,0,0,0,0,0,0,0,0,360,0,40,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,163.011464,43.2045
764,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,154.87116,44.5587
765,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,164.501312,40.8386
766,35.176,23.128,0.944,29.434,7.214,0.572,0.374,1.456,0,0,0,0,0,0,0,0,320,0,80,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,174.131464,45.644
767,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,10,37.716,25.144,0,0,136.1535,0,25,24,165.99116,49.881
768,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,12,32.6872,30.1728,0,0,131.1247,0,25,24,175.621312,40.3165
769,37.279,25.987,0.901,25.766,6.316,0.513,0.331,1.274,0,0,0,0,0,0,0,0,280,0,120,0,1024,524,156.25,62.86,0,0,156.25,0.09,0.28,0.63,14.06,43.75,98.4375,62.86,14,27.6584,35.2016,0,0,126.0959,0,25,24,185.251464,42.2938
806,48.105,22.12,1.792,17.74,3.895,0,0,1.025,0.25,0,0,0,0,1.195,0,204.5,204.5,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,88.4052,40
807,56.8738875305623,25.0671882640587,2.39747677261614,9.34953545232274,2.4439608801956,0,0,0.611491442542787,0.375305623471883,0,0,0,0,0.741393643031785,0,307,102,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,83.4852,21.3
808,65.6,28,3,1,1,0,0,0.2,0.5,0,0,0,0,0.29,0,409,0,0,0,0,1290,549,102,41,0,0,102,0.137,0.294,0.57,13.97,29.99,58.038,41,10,24.6,16.4,55,0,137.638,0,25,24,78.5892,10.1
847,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,12.3,188.22,0,25,24,113.0524,18.5
848,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,124,12.3,211.22,0,25,24,113.0524,14.1
849,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,148,12.3,235.22,0,25,24,113.0524,10.6
850,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,103,41,2.13,1.53,103,0.11,0.29,0.6,11.33,29.87,61.8,41,14,18.04,22.96,101,16.4,190.68,0,25,24,120.7604,17.8
851,40.17,13.86,15.16,9.7,9.57,3.66,1.53,0.09,0,0,0,0,0,4.75,0,0,0,0,0,410,740,1110,41,103,2.13,1.53,41,0.11,0.29,0.6,4.51,11.89,24.6,103,14,45.32,57.68,101,16.4,180.76,0,25,24,164.9292,10.1
