Idx_Sample,SiO2,Al2O3,Fe2O3,CaO,MgO,Na2O,K2O,SO3,TiO2,LOI,FA (kg/m3),GGBFS (kg/m3),Coarse aggregate (kg/m3),Fine aggregate (kg/m3),Na2SiO3,NaOH,Na2O (l),Sio2 (l),H2O,Na2O (Dry),Sio2 (Dry),Water,Concentration (M) NaOH,Water,NaOH (Dry),Additional water,Superplasticizer,water -eff,Initial curing time (day),Initial curing temp (C),Initial curing rest time (day),Final curing temp (C),Mixture CO2 (Na2SiO3 as solution),28-d Cubic compressive strength (MPa)
1569,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,3.391,308,132,969.4600256,777.3399744,188.5714286,75.42857143,0.115,0.3,0.59,21.69,56.57,110.3142857,8,51.29142857,24.13714286,0,17.6,172.1657143,0,25,1,30,163.6769828729,22.4
1570,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,3.391,315,135,971.9619525,760.5380475,192.8571429,77.14285714,0.115,0.3,0.59,22.18,57.86,112.8214286,8,52.45714286,24.68571429,0,18,176.0785714,0,25,1,30,167.13771430935,20.76
1571,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,216,144,1090.844597,773.9554032,154.2857143,61.71428571,0.115,0.3,0.59,17.74,46.29,90.25714286,8,41.96571429,19.74857143,0,14.4,140.8628571,0,25,1,30,137.73641143645,43.38
1572,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,222,148,1081.558448,775.8415522,158.5714286,63.42857143,0.115,0.3,0.59,18.24,47.57,92.76428571,8,43.13142857,20.29714286,0,14.8,144.7757143,0,25,1,30,141.2782628729,46.2
1573,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,228,152,1070.455144,776.3448564,162.8571429,65.14285714,0.115,0.3,0.59,18.73,48.86,95.27142857,8,44.29714286,20.84571429,0,15.2,148.6885714,0,25,1,30,144.80475430935,46.27
1574,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,234,156,1057.564014,775.435986,167.1428571,66.85714286,0.115,0.3,0.59,19.22,50.14,97.77857143,8,45.46285714,21.39428571,0,15.6,152.6014286,0,25,1,30,148.31588569065,46.35
1575,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,240,160,1043.045024,772.954976,171.4285714,68.57142857,0.115,0.3,0.59,19.71,51.43,100.2857143,8,46.62857143,21.94285714,0,16,156.5142857,0,25,1,30,151.8116571271,46.42
1576,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,246,164,1026.649881,769.150119,175.7142857,70.28571429,0.115,0.3,0.59,20.21,52.71,102.7928571,8,47.79428571,22.49142857,0,16.4,160.4271429,0,25,1,30,155.29206856355,46.5
1577,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,252,168,1010.929815,765.670185,180,72,0.115,0.3,0.59,20.7,54,105.3,8,48.96,23.04,0,16.8,164.34,0,25,1,30,158.77728,46.57
1578,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,258,172,967.961046,795.038954,184.2857143,73.71428571,0.115,0.3,0.59,21.19,55.29,107.8071429,8,50.12571429,23.58857143,0,17.2,168.2528571,0,25,1,30,162.28937143645,46.27
1579,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,264,176,969.4600256,777.3399744,188.5714286,75.42857143,0.115,0.3,0.59,21.69,56.57,110.3142857,8,51.29142857,24.13714286,0,17.6,172.1657143,0,25,1,30,165.7889828729,46.01
1580,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,270,180,971.9619525,760.5380475,192.8571429,77.14285714,0.115,0.3,0.59,22.18,57.86,112.8214286,8,52.45714286,24.68571429,0,18,176.0785714,0,25,1,30,169.29771430935,45.68
1581,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,180,180,1090.844597,773.9554032,154.2857143,61.71428571,0.115,0.3,0.59,17.74,46.29,90.25714286,8,41.96571429,19.74857143,0,14.4,140.8628571,0,25,1,30,139.46441143645,46.68
1582,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,185,185,1081.558448,775.8415522,158.5714286,63.42857143,0.115,0.3,0.59,18.24,47.57,92.76428571,8,43.13142857,20.29714286,0,14.8,144.7757143,0,25,1,30,143.0542628729,46.84
1583,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,190,190,1070.455144,776.3448564,162.8571429,65.14285714,0.115,0.3,0.59,18.73,48.86,95.27142857,8,44.29714286,20.84571429,0,15.2,148.6885714,0,25,1,30,146.62875430935,46.98
1584,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,195,195,1057.564014,775.435986,167.1428571,66.85714286,0.115,0.3,0.59,19.22,50.14,97.77857143,8,45.46285714,21.39428571,0,15.6,152.6014286,0,25,1,30,150.18788569065,47.13
1585,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,200,200,1043.045024,772.954976,171.4285714,68.57142857,0.115,0.3,0.59,19.71,51.43,100.2857143,8,46.62857143,21.94285714,0,16,156.5142857,0,25,1,30,153.7316571271,47.28
1586,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,205,205,1026.649881,769.150119,175.7142857,70.28571429,0.115,0.3,0.59,20.21,52.71,102.7928571,8,47.79428571,22.49142857,0,16.4,160.4271429,0,25,1,30,157.26006856355,47.43
1587,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,210,210,1010.929815,765.670185,180,72,0.115,0.3,0.59,20.7,54,105.3,8,48.96,23.04,0,16.8,164.34,0,25,1,30,160.79328,47.57
1588,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,215,215,967.961046,795.038954,184.2857143,73.71428571,0.115,0.3,0.59,21.19,55.29,107.8071429,8,50.12571429,23.58857143,0,17.2,168.2528571,0,25,1,30,164.35337143645,47.59
1589,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,220,220,969.4600256,777.3399744,188.5714286,75.42857143,0.115,0.3,0.59,21.69,56.57,110.3142857,8,51.29142857,24.13714286,0,17.6,172.1657143,0,25,1,30,167.9009828729,47.61
1590,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,225,225,971.9619525,760.5380475,192.8571429,77.14285714,0.115,0.3,0.59,22.18,57.86,112.8214286,8,52.45714286,24.68571429,0,18,176.0785714,0,25,1,30,171.45771430935,47.64
1591,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,3.391,252,108,973,770,113.1428571,84.85714286,0.115,0.3,0.59,13.01,33.94,66.18857143,8,57.70285714,27.15428571,0,14.4,132.5314286,1,60,1,30,157.252619023983,33.68
1592,52.295,24.571,3.215,12.58,3.242,0.154,0,0.515,0,3.391,259,111,1081,776.39,116.2857143,87.21428571,0.115,0.3,0.59,13.37,34.89,68.02714286,8,59.30571429,27.90857143,0,14.8,136.2128571,0,25,1,30,138.85524343645,31.44
1593,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,216,144,973,770,113.1428571,84.85714286,0.115,0.3,0.59,13.01,33.94,66.18857143,8,57.70285714,27.15428571,0,14.4,132.5314286,1,60,1,30,158.980619023983,51.53
1594,49.69,23.918,2.87,15.44,3.906,0.132,0,0.57,0,3.438,240,160,1042.38,773.6,137.1428571,102.8571429,0.115,0.3,0.59,15.77,41.14,80.22857143,8,69.94285714,32.91428571,0,16,159.7714286,0,25,1,30,160.47898969065,44.89
1595,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,185,185,1081,776.39,116.2857143,87.21428571,0.115,0.3,0.59,13.37,34.89,68.02714286,8,59.30571429,27.90857143,0,14.8,136.2128571,1,60,1,30,164.865576769783,62.25
1596,47.085,23.265,2.525,18.3,4.57,0.11,0,0.625,0,3.485,215,215,966.12,796.87,122.8571429,92.14285714,0.115,0.3,0.59,14.13,36.86,71.87142857,8,62.65714286,29.48571429,0,17.2,144.8485714,0,25,1,30,153.53206630935,57.84
1604,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,552.8,810.6,160,80,0.147,0.294,0.559,23.52,47.04,89.44,2,73.6,6.4,131.9,0,294.94,0,24,1,24,95.60032,12.4762
1605,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,550.6,807.4,171.4,68.6,0.147,0.294,0.559,25.2,50.39,95.8126,2,63.112,5.488,138.2,0,297.1246,0,24,1,24,97.93192,11.4552
1606,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,549,804.9,180,60,0.147,0.294,0.559,26.46,52.92,100.62,2,55.2,4.8,142.9,0,298.72,0,24,1,24,99.69072,11.0138
1607,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,547.7,803.1,186.7,53.4,0.147,0.294,0.559,27.44,54.89,104.3653,2,49.128,4.272,146.6,0,300.0933,0,24,1,24,101.07672,9.53802
1608,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,546.6,801.5,192,48,0.147,0.294,0.559,28.22,56.45,107.328,2,44.16,3.84,149.5,0,300.988,0,24,1,24,102.14448,8.47597
1609,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,545.8,800.3,196.4,43.7,0.147,0.294,0.559,28.87,57.74,109.7876,2,40.204,3.496,151.9,0,301.8916,0,24,1,24,103.06012,8.03376
1610,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,545.8,800.3,160,80,0.147,0.294,0.559,23.52,47.04,89.44,4,67.2,12.8,140.4,0,297.04,0,24,1,24,107.77328,25.9967
1611,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,544.6,798.6,171.4,68.6,0.147,0.294,0.559,25.2,50.39,95.8126,4,57.624,10.976,145.4,0,298.8366,0,24,1,24,108.3704,26.4399
1612,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,543.7,787.2,180,60,0.147,0.294,0.559,26.46,52.92,100.62,4,50.4,9.6,149.3,0,300.32,0,24,1,24,108.77232,23.8675
1613,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,543,796.2,186.7,53.3,0.147,0.294,0.559,27.44,54.89,104.3653,4,44.772,8.528,152.2,0,301.3373,0,24,1,24,109.17128,20.909
1614,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,542.4,795.4,192,48.1,0.147,0.294,0.559,28.22,56.45,107.328,4,40.404,7.696,154.6,0,302.332,0,24,1,24,109.47928,16.8676
1615,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,542,794.7,196.4,43.6,0.147,0.294,0.559,28.87,57.74,109.7876,4,36.624,6.976,156.5,0,302.9116,0,24,1,24,109.6792,12.9032
1616,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,539.7,791.4,160,80,0.147,0.294,0.559,23.52,47.04,89.44,6,60.8,19.2,147.7,0,297.94,0,24,1,24,119.95728,38.5173
1617,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,539.4,790.9,171.4,68.5,0.147,0.294,0.559,25.2,50.39,95.8126,6,52.06,16.44,151.7,0,299.5726,0,24,1,24,118.77204,36.9526
1618,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,539.1,790.5,180,60,0.147,0.294,0.559,26.46,52.92,100.62,6,45.6,14.4,154.8,0,301.02,0,24,1,24,117.95808,35.5006
1619,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,538.9,790.3,186.7,53.4,0.147,0.294,0.559,27.44,54.89,104.3653,6,40.584,12.816,157.1,0,302.0493,0,24,1,24,117.3348,33.5856
1620,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,538.8,790,192,48,0.147,0.294,0.559,28.22,56.45,107.328,6,36.48,11.52,159,0,302.808,0,24,1,24,116.75904,28.2022
1621,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,538.7,789.8,196.4,43.6,0.147,0.294,0.559,28.87,57.74,109.7876,6,33.136,10.464,150.6,0,293.5236,0,24,1,24,116.31936,26.2869
1622,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,534.4,783.5,160,80,0.147,0.294,0.559,23.52,47.04,89.44,8,54.4,25.6,154.2,0,298.04,0,24,1,24,132.14992,49.8769
1623,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,534.8,784.2,171.4,68.6,0.147,0.294,0.559,25.2,50.39,95.8126,8,46.648,21.952,157.3,0,299.7606,0,24,1,24,129.27328,47.3402
1624,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,535.1,784.6,180,60,0.147,0.294,0.559,26.46,52.92,100.62,8,40.8,19.2,159.6,0,301.02,0,24,1,24,127.10256,44.8013
1625,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,535.4,785,186.7,53.4,0.147,0.294,0.559,27.44,54.89,104.3653,8,36.312,17.088,161.4,0,302.0773,0,24,1,24,125.47344,43.6449
1626,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,535.6,785.3,192,48,0.147,0.294,0.559,28.22,56.45,107.328,8,32.64,15.36,162.9,0,302.868,0,24,1,24,124.07472,40.4923
1627,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,535.7,785.6,196.4,43.6,0.147,0.294,0.559,28.87,57.74,109.7876,8,29.648,13.952,164.1,0,303.5356,0,24,1,24,122.96432,39.1869
1628,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,529.6,776.6,160,80,0.147,0.294,0.559,23.52,47.04,89.44,10,48,32,159.9,0,297.34,0,24,1,24,144.34976,57.8378
1629,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,530.7,778.2,171.4,68.6,0.147,0.294,0.559,25.2,50.39,95.8126,10,41.16,27.44,162.2,0,299.1726,0,24,1,24,139.73432,56.2162
1630,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,531.6,779.4,180,60,0.147,0.294,0.559,26.46,52.92,100.62,10,36,24,163.9,0,300.52,0,24,1,24,136.2528,54.2342
1631,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,532.2,780.4,186.7,53.4,0.147,0.294,0.559,27.44,54.89,104.3653,10,32.04,21.36,165.2,0,301.6053,0,24,1,24,133.61688,52.4324
1632,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,532.7,781.1,192,48,0.147,0.294,0.559,28.22,56.45,107.328,10,28.8,19.2,166.3,0,302.428,0,24,1,24,131.39424,52.7928
1633,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,533.2,781.8,196.4,43.7,0.147,0.294,0.559,28.87,57.74,109.7876,10,26.22,17.48,167.2,0,303.2076,0,24,1,24,129.6902,47.7477
1634,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,525.4,770.4,160,80,0.147,0.294,0.559,23.52,47.04,89.44,12,41.6,38.4,165,0,296.04,0,24,1,24,156.55584,59.1157
1635,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,527.1,772.9,171.4,68.6,0.147,0.294,0.559,25.2,50.39,95.8126,12,35.672,32.928,166.6,0,298.0846,0,24,1,24,150.20112,57.9035
1636,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,528.4,774.8,180,60,0.147,0.294,0.559,26.46,52.92,100.62,12,31.2,28.8,167.7,0,299.52,0,24,1,24,145.40736,57.597
1637,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,529.4,776.2,186.7,53.4,0.147,0.294,0.559,27.44,54.89,104.3653,12,27.768,25.632,168.6,0,300.7333,0,24,1,24,141.76416,56.205
1638,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,530.2,777.4,192,48,0.147,0.294,0.559,28.22,56.45,107.328,12,24.96,23.04,169.4,0,301.688,0,24,1,24,138.71808,54.9901
1639,43.59,19.185,1.8775,28.005,5.28,0.2325,0.8325,0.085,0.0325,0.23,120,360,530.8,778.4,196.4,43.7,0.147,0.294,0.559,28.87,57.74,109.7876,12,22.724,20.976,170,0,302.5116,0,24,1,24,136.3572,49.2549
1682,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,8,29.036,13.664,0,0,88.70925,1,40,0,24,84.6838,33.86
1683,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,8,29.036,13.664,0,0,88.70925,1,60,0,24,97.5171333333333,35.2
1684,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,8,29.036,13.664,0,0,88.70925,1,80,0,24,110.350466666667,38.17
1685,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,8,29.036,13.664,0,0,88.70925,1,100,0,24,123.1838,38.88
1686,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,10,25.62,17.08,0,0,85.29325,1,40,0,24,91.22544,37.63
1687,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,10,25.62,17.08,0,0,85.29325,1,60,0,24,104.058773333333,39.21
1688,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,10,25.62,17.08,0,0,85.29325,1,80,0,24,116.892106666667,42.11
1689,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,10,25.62,17.08,0,0,85.29325,1,100,0,24,129.72544,43.5
1690,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,12,22.204,20.496,0,0,81.87725,1,40,0,24,97.76708,40.33
1691,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,12,22.204,20.496,0,0,81.87725,1,60,0,24,110.600413333333,41.82
1692,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,12,22.204,20.496,0,0,81.87725,1,80,0,24,123.433746666667,44.47
1693,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,12,22.204,20.496,0,0,81.87725,1,100,0,24,136.26708,44.89
1694,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,40,0,24,104.30872,42.57
1695,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,60,0,24,117.142053333333,43.54
1696,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,80,0,24,129.975386666667,46.23
1697,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,100,0,24,142.80872,46.86
1698,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,16,15.372,27.328,0,0,75.04525,1,40,0,24,110.85036,40.73
1699,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,16,15.372,27.328,0,0,75.04525,1,60,0,24,123.683693333333,41.93
1700,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,16,15.372,27.328,0,0,75.04525,1,80,0,24,136.517026666667,44.67
1701,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,16,15.372,27.328,0,0,75.04525,1,100,0,24,149.35036,45.37
1702,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,76.25,30.5,0.147,0.294,0.559,11.21,22.42,42.62375,14,13.42,17.08,0,0,56.04375,1,80,0,24,105.912106666667,42.37
1703,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,91.5,36.6,0.147,0.294,0.559,13.45,26.9,51.1485,14,16.104,20.496,0,0,67.2525,1,80,0,24,117.943746666667,44.67
1704,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,122,48.8,0.147,0.294,0.559,17.93,35.87,68.198,14,21.472,27.328,0,0,89.67,1,80,0,24,142.007026666667,46.16
1705,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,137.25,54.9,0.147,0.294,0.559,20.18,40.35,76.72275,14,24.156,30.744,0,0,100.87875,1,80,0,24,154.038666666667,45.87
1706,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,114.9615385,34.48846154,0.147,0.294,0.559,16.9,33.8,64.2635,14,15.17492308,19.31353846,0,0,79.43842308,1,80,0,24,124.125486677567,45.65
1707,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,110.7037037,38.7462963,0.147,0.294,0.559,16.27,32.55,61.88337037,14,17.04837037,21.69792593,0,0,78.93174074,1,80,0,24,127.158768154617,46.16
1708,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,103.0689655,46.38103448,0.147,0.294,0.559,15.15,30.3,57.61555172,14,20.40765517,25.97337931,0,0,78.0232069,1,80,0,24,132.597755625317,45.57
1709,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,99.63333333,49.81666667,0.147,0.294,0.559,14.65,29.29,55.69503333,14,21.91933333,27.89733333,0,0,77.61436667,1,80,0,24,135.045299992417,43.89
1710,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,60,1,24,117.142053333333,46.86
1711,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,60,2,24,117.142053333333,47.58
1712,42.04,33.6,4,12.73,0,0,0,0,0,0,427,0,1276.8,547,106.75,42.7,0.147,0.294,0.559,15.69,31.38,59.67325,14,18.788,23.912,0,0,78.46125,1,60,3,24,117.142053333333,47.92
